3.1752,3.17845
3.16608,3.17082
3.15832,3.16115
3.15361,3.15532
3.15007,3.15146
3.14698,3.14825
3.1442,3.14531
3.14175,3.14265
3.13964,3.14032
3.13784,3.13835
3.13633,3.13671
3.13505,3.13535
3.13396,3.1342
3.13301,3.13321
3.13219,3.13236
3.13147,3.13161
3.13082,3.13094
3.13025,3.13034
3.12972,3.1298
3.12925,3.12932
3.12881,3.12887
3.12841,3.12847
3.12805,3.12809
3.12771,3.12775
3.1274,3.12743
3.12711,3.12714
3.12685,3.12687
3.1266,3.12662
3.12637,3.12638
3.12615,3.12617
3.12595,3.12596
3.12576,3.12577
3.12559,3.12559
3.12542,3.12542
3.12526,3.12526
3.12512,3.12512
3.12498,3.12498
3.12485,3.12484
3.12473,3.12472
3.12461,3.1246
3.1245,3.12449
3.1244,3.12438
3.1243,3.12428
3.1242,3.12419
3.12411,3.12409
3.12402,3.12401
3.12394,3.12392
3.12386,3.12384
3.12379,3.12377
3.12371,3.1237
