3.16245,3.17796
3.16976,3.17025
3.17102,3.16815
3.17385,3.17356
3.17513,3.17453
3.17652,3.17609
3.17681,3.17687
3.17637,3.17644
3.17665,3.1761
3.17628,3.17659
3.17629,3.17621
3.176,3.1761
3.17641,3.17611
3.17633,3.17661
3.17608,3.17637
3.17674,3.17644
3.17699,3.1767
3.1771,3.17716
3.17724,3.17719
3.17782,3.17782
3.17781,3.17781
3.17781,3.17781
3.17781,3.17781
3.17781,3.17781
3.17781,3.17781
3.17779,3.1778
3.17768,3.17774
3.1776,3.17766
3.17756,3.17758
3.17755,3.17755
3.17754,3.17754
3.17749,3.17753
3.17737,3.17741
3.17724,3.17718
3.17754,3.17739
3.17742,3.17722
3.17776,3.17772
3.17751,3.17721
3.17789,3.17789
3.17789,3.17789
3.17789,3.17789
3.17789,3.17789
3.17789,3.17789
3.17789,3.17789
3.17789,3.17789
3.17789,3.17789
3.17789,3.17789
3.17789,3.17789
3.17789,3.17789
3.17789,3.17789
