-0.326072,0.209949,0.033771,0.267858,-0.335194,-0.334846,-0.235044,-0.199998,-0.185905,0.0172814,0.164302,0.406059,0.379054,-0.141365,0.504266,0.41431,-0.228598,0.547402,-0.0235916,-0.251299,0.337035,-0.209799,0.450305,-0.117364,0.378038,0.354308,0.4549,0.217796,-0.150433,-0.315294,0.271636,-0.732608,0.0130553,-0.0140867,0.262366,0.139936,-0.623907,-0.55374,0.304926,-0.425039,-0.589087,-0.290121,0.308013,0.192311,-0.0963332,0.482946,-0.27314,-0.294367,0.365426,-0.0645777,-0.109046,-0.219283,-0.30744,0.391421,-0.200072,-0.521619,-0.282699,0.393565,0.0643636,-0.465648,-0.234697,0.00579246,-0.296179,-0.731684,0.0959585,0.44251,0.473062,-0.13923,-0.614046,-0.187259,-0.0509773,0.0757689,-0.493189,-0.226819,-0.205195,-0.0499076,0.442247,0.47893,-0.286062,0.403433,-0.109389,-0.193356,0.483751,0.00485663,0.483877,0.498832,-0.038391,0.657586,-0.253943,0.307338,-0.130148,-0.203939,0.47274,-0.248609,-0.155836,-0.332735,-0.0543289,-0.153828,-0.38701,0.31918
-0.0332844,-0.220869,-0.445692,-0.348385,0.090127,-0.315646,0.0519482,0.450225,0.117882,-0.208563,-0.32484,0.544219,0.331925,-0.426681,-0.384915,0.38232,0.275471,0.700238,0.544921,-0.564956,-0.39952,0.780654,0.0046651,-0.0700237,-0.0165405,0.37381,0.0632491,0.304385,0.333276,0.405334,-0.443034,0.129339,0.647728,-0.357925,-0.0685641,-0.356287,0.614922,0.336989,-0.236466,-0.255104,0.0423496,-0.292598,0.066984,-0.223545,-0.324809,0.243348,0.366828,-0.370031,-0.155616,0.161574,0.393486,-0.358024,-0.133374,-0.493537,-0.0546839,0.103456,-0.396011,0.521805,-0.0841577,0.343649,-0.240334,0.0319667,-0.312172,-0.216883,-0.436265,-0.077053,-0.0636816,-0.446985,-0.435391,0.415735,0.649181,0.434513,0.194817,0.232647,0.224448,-0.156922,0.431512,-0.226662,0.0682041,-0.158927,-0.0401437,0.405778,0.00637593,-0.248626,-0.113738,0.0855733,-0.236245,-0.156716,0.210102,-0.658519,0.424123,-0.196007,0.45086,-0.0285926,-0.164971,-0.578641,0.34957,-0.498748,-0.441231,-0.348359
-0.298882,-0.467536,-0.390844,-0.084441,0.119796,-0.661005,0.33071,0.324037,-0.698977,0.125929,-0.608647,0.425574,-0.393716,0.403676,-0.797922,0.342739,0.264258,0.804753,0.37957,-0.193802,-0.0932693,0.335023,-0.479515,0.435779,-0.305022,-0.231862,-0.229118,0.178515,-0.196511,-0.425908,0.422244,0.207329,0.543494,-0.794822,0.269423,-0.142633,0.0793629,-0.159188,-0.0992352,-0.119832,-0.264953,-0.302996,0.582265,-0.319623,-0.418896,0.36709,-0.207439,0.342432,-0.339592,0.263753,-0.0952961,0.277363,-0.509723,-0.352765,-0.196095,0.000159463,0.0406381,0.404547,0.401628,-0.334651,-0.357664,0.155083,0.239946,0.0663389,0.346187,0.0953995,0.158965,0.614829,-0.0469571,-0.26813,0.319607,0.0571983,0.146754,-0.111893,0.100722,0.150163,-0.0617126,0.419915,-0.190916,-0.674131,-0.405206,-0.316402,-0.0456532,-0.0708295,0.204806,-0.204043,-0.083541,-0.474651,-0.216304,-0.162677,-0.0362447,0.434932,0.168278,-0.520473,0.14805,0.0972865,-0.247868,-0.0326895,0.429308,0.419387
0.686032,0.425077,-0.105451,-0.43891,-0.538696,-0.0710042,0.129795,-0.328608,0.0330687,-0.659669,-0.240086,0.703732,-0.527896,-0.0136609,-0.0744614,-0.0367839,-0.545301,0.276421,-0.376891,-0.357671,0.0751119,-0.221184,0.305928,-0.0751898,-0.351696,-0.495538,-0.110323,-0.273056,0.397776,0.444639,-0.155301,0.369544,0.32049,-0.0510849,-0.0818011,-0.105634,-0.000625836,0.252387,-0.155727,-0.238588,-0.141242,-0.224278,-0.386047,-0.381506,-0.38035,-0.119752,-0.198068,-0.168277,-0.165023,0.200552,0.426113,-0.629004,-0.437908,-0.27301,0.12568,-0.230923,0.0571689,-0.244601,0.555159,-0.106819,-0.423055,0.145347,0.304574,0.490596,0.273033,0.062157,-0.413624,0.0718364,0.547889,-0.0178681,0.0613966,-0.339467,-0.477528,0.142857,0.408373,0.168518,0.0450247,-0.0552752,-0.369075,0.129239,0.00962886,0.299241,-0.42711,-0.236087,0.363466,0.412915,-0.276399,-0.261511,-0.370949,-0.519614,0.0482275,0.290422,0.0903965,0.231812,-0.588714,-0.345202,0.344471,-0.494661,0.22166,0.105545
0.243209,-0.475321,-0.139782,0.00917284,0.00325843,-0.150711,-0.352113,-0.567336,0.402962,0.0831433,-0.15684,0.227875,-0.119095,-0.284094,0.0487036,-0.438661,0.0264127,-0.458128,0.13456,0.356822,0.214513,-0.218569,0.435726,0.301575,0.14948,0.468147,0.263029,0.507952,-0.449631,-0.101086,0.380885,0.184726,-0.0863571,0.265812,0.490032,0.44313,-0.310215,-0.561015,0.158595,0.489915,0.276603,0.4098,0.111077,0.206525,-0.266709,0.0650575,-0.346496,0.365502,-0.14903,-0.422623,-0.0681169,0.454361,-0.397619,-0.260973,0.309313,-0.0726505,0.324128,0.393619,0.191662,0.101082,-0.256937,0.459988,-0.0381215,-0.496226,-0.0995522,-0.165537,-0.295195,-0.119266,0.446313,-0.396022,-0.20332,0.416471,-0.159629,-0.269544,-0.161644,-0.016861,-0.0365014,0.341993,-0.336266,-0.157762,-0.44491,0.476734,0.443191,0.482566,-0.240755,0.32153,-0.260973,-0.44821,-0.173684,-0.196055,-0.0446193,-0.366684,0.0769796,0.435419,0.100681,0.127152,-0.1294,-0.301256,0.160871,-0.0223549
0.652343,-0.326088,0.138974,0.309944,0.537727,0.430619,-0.485338,-0.397572,-0.468248,-0.336229,-0.382121,-0.293924,-0.00736316,-0.015208,0.382908,0.0628657,-0.335106,-0.354481,0.0166318,0.433966,-0.303105,-0.200058,-0.126254,-0.0721426,0.325839,0.040514,-0.0673744,-0.0148434,-0.44968,-0.386548,-0.362205,0.159577,0.347827,0.202776,0.303448,0.446755,-0.215193,0.35921,0.291963,-0.135649,-0.208824,0.0935324,-0.0870696,-0.0288674,-0.0489098,-0.200786,-0.166626,0.140862,-0.448097,-0.320893,-0.0573777,0.428738,0.294293,-0.54669,0.436273,-0.419553,0.115372,-0.124831,0.0436339,0.136135,0.205684,0.113389,-0.208124,-0.210901,-0.262659,-0.471671,-0.0695828,0.374738,0.151903,0.318569,-0.0444096,-0.0447412,0.102873,0.140911,0.211893,-0.0767454,-0.201624,0.455659,0.24431,-0.319039,0.392515,-0.0856633,-0.394056,-0.462286,-0.262443,0.118597,-0.326363,0.286541,0.253266,-0.259816,-0.0591807,-0.220235,-0.272631,-0.264757,0.247552,0.313472,0.145511,0.291263,0.296011,0.0550611
0.504198,0.330081,0.540986,0.204315,0.184902,0.414856,0.456061,0.572452,0.0786496,-0.356402,-0.378732,0.444465,-0.245776,-0.369277,-0.447175,0.0375756,0.272344,-0.414607,-0.368244,0.0884035,-0.210215,-0.241399,0.110509,0.0462247,0.0352698,-0.211687,0.271745,-0.0701945,-0.386382,0.30745,0.322154,0.528703,0.423998,0.296802,-0.542529,-0.390171,-0.150276,0.392698,0.112827,0.140481,0.261395,-0.0253983,0.412712,0.284602,-0.386822,-0.0369374,0.209255,0.457977,0.012854,0.403953,-0.154545,0.404304,-0.503373,-0.331178,-0.0239728,-0.413816,0.605516,0.236812,-0.515835,0.275165,0.543047,-0.50802,0.373098,-0.145376,0.107052,-0.484633,0.358313,-0.268257,0.0379837,0.176702,0.26526,-0.523175,0.110809,0.273414,0.433895,-0.749167,-0.392019,-0.0844992,0.381359,0.464954,0.46919,-0.0575804,0.163602,0.420548,0.333298,-0.48078,-0.417134,-0.479,0.20211,-0.308051,-0.252209,0.226053,-0.472571,-0.412054,-0.00409667,0.415237,0.0446955,-0.342994,-0.387875,-0.414029
-0.314979,-0.15986,-0.257629,-0.373244,0.600081,0.233049,-0.513638,0.0712256,-0.204523,-0.432776,0.617374,0.489872,-0.18898,-0.617262,0.529623,0.143194,-0.563779,-0.354387,0.177875,-0.399855,0.122931,-0.142408,0.0855485,-0.368334,0.473777,-0.0297991,-0.183834,0.627938,0.459025,-0.310849,0.164766,-0.252597,-0.459387,0.358199,0.113304,0.179708,-0.246328,-0.188495,-0.124736,-0.342549,0.331672,-0.01825,0.214276,0.174208,-0.0199612,0.503827,-0.324392,-0.17138,-0.132826,0.0615965,0.428826,-0.332427,-0.336423,-0.424894,-0.107295,0.193542,0.382958,-0.0319647,-0.0230502,-0.623414,0.143883,0.449543,0.527583,0.707573,0.323803,0.220827,0.229424,-0.333649,0.291319,0.484799,0.0985509,0.35517,-0.487101,0.0707831,0.0472184,0.365482,-0.175933,0.204752,-0.39154,0.492168,-0.189297,-0.319226,-0.361024,-0.580508,0.214333,-0.0588114,-0.150069,0.205701,0.0901469,-0.105526,0.432404,0.183808,0.490899,-0.0100053,0.056247,-0.358021,0.381405,0.136225,0.0162799,-0.104881
0.533939,-0.19785,-0.0134084,-0.323285,-0.380277,0.338181,-0.342524,0.285821,-0.105764,0.285687,-0.541952,-0.640016,-0.183358,-0.0960562,-0.170467,0.0908053,-0.209817,-0.801395,-0.111962,0.233703,0.121933,-0.431236,-0.0496941,0.215907,0.135185,0.497035,-0.232933,-0.372267,0.38647,0.233999,-0.169573,0.0628227,0.46894,-0.104685,0.292561,0.37021,-0.202228,0.253626,0.453583,0.25678,-0.29013,0.0707014,-0.344335,-0.34642,0.329474,-0.584366,0.199028,0.310346,0.61726,-0.281831,-0.12765,-0.463529,0.615505,0.372739,0.325979,0.186701,0.0604651,0.221365,-0.0052065,0.0570681,0.394255,-0.121555,0.370562,-0.451137,0.585343,0.281114,-0.280251,-0.651865,-0.209617,0.50656,0.277782,0.232673,0.368542,-0.525008,-0.137967,0.514453,0.256843,0.21251,-0.316484,0.16591,0.385617,-0.115735,0.186282,-0.194384,-0.0337978,-0.31969,0.459754,0.0312549,-0.0857199,-0.340749,0.469983,-0.398306,0.270135,-0.190344,-0.615345,-0.258883,0.116331,0.487984,-0.186925,0.164278
-0.254439,-0.514631,-0.228279,-0.496331,0.480191,-0.312651,0.234095,0.610203,0.552012,0.505333,-0.109221,0.0113889,0.247279,-0.301205,-0.292726,0.120817,-0.554566,0.149816,-0.147023,-0.304336,-0.163117,-0.102826,0.397848,-0.558677,-0.438383,0.333586,-0.355025,0.687278,0.259164,-0.295306,0.0271429,-0.219795,-0.130494,0.86178,-0.475473,0.493296,0.0581509,-0.00695252,-0.128033,0.269362,-0.14392,0.272697,-0.623357,-0.138927,0.128064,0.319268,-0.293656,-0.568958,0.429726,-0.330654,-0.411806,-0.118916,-0.379187,-0.480394,-0.217041,-0.300956,0.118085,-0.217477,-0.333399,0.167365,0.388409,0.338405,0.539655,0.33411,-0.210965,-0.508292,-0.066555,0.334973,-0.222497,0.245835,0.0856821,0.219572,-0.476581,0.294289,-0.028116,0.367691,-0.378201,-0.480773,0.0666047,-0.294184,0.134639,-0.084138,-0.147191,0.45076,-0.543417,0.407484,0.494705,-0.299171,-0.143424,0.316585,-0.0899022,0.308642,0.669222,0.612006,0.554119,0.281779,0.207149,0.0302989,0.107859,-0.343481
0.517372,-0.275612,-0.118338,-0.511605,0.451269,0.392261,0.489865,-0.0868633,-0.29057,0.0241182,-0.0699085,0.0457644,-0.0207402,0.207532,-0.703653,0.444113,-0.59866,0.536006,-0.382614,0.492985,-0.157551,-0.143355,-0.195393,0.337637,0.27087,0.0174452,0.257386,0.366755,-0.579158,-0.451752,-0.0442998,0.3885,-0.101822,0.284429,-0.258016,-0.127044,0.508498,0.23903,0.362112,0.569914,-0.223188,0.261346,-0.441142,0.359958,-0.31896,-0.0905282,-0.397874,-0.430878,-0.475313,-0.268717,0.18775,0.384342,-0.578669,-0.698407,-0.0805961,-0.39428,0.418688,0.163391,0.256835,-0.256592,0.384662,0.0793741,0.0976592,0.326746,0.211949,-0.0756882,0.482916,-0.0986466,-0.207709,-0.4497,0.272828,-0.27085,0.479854,-0.291909,-0.379441,-0.669715,-0.479885,0.381597,0.428818,0.0164645,0.112827,0.537633,-0.349889,0.00124941,0.225559,-0.375842,0.197212,-0.602854,0.323329,-0.128518,-0.448789,0.382477,0.548628,0.308181,0.0727295,0.593973,-0.0586448,-0.0466444,0.482571,-0.0411477
-0.125048,0.156543,0.258809,0.321523,0.528326,-0.0597397,-0.418265,0.123423,0.233622,0.197898,0.067517,0.0167643,0.100068,0.436368,-0.315743,-0.501693,0.33474,-0.0185765,-0.145891,0.445065,-0.115562,-0.484598,-0.166879,-0.521571,-0.32755,0.21212,0.0241767,0.590133,0.443254,-0.223539,-0.202163,0.223348,0.117279,0.305737,-0.351048,0.251302,-0.448917,0.180129,-0.246874,-0.0652432,-0.212326,0.690678,0.257505,-0.246116,0.187918,-0.209877,0.413254,0.179871,0.171087,-0.616269,-0.419187,0.16762,0.31122,0.265575,-0.281045,-0.170607,0.0805455,0.0386627,0.0148619,-0.243608,0.311046,0.355642,-0.20471,0.347451,0.206981,-0.617314,0.295124,0.504789,0.0238513,0.491133,0.28884,-0.00109165,0.371669,-0.110324,0.390515,-0.321757,0.313359,-0.0238888,-0.246134,0.0340679,0.422426,0.0559206,-0.366413,0.334722,0.235624,-0.428828,0.101658,-0.0665018,-0.0662059,-0.00486892,-0.0865823,-0.0805559,0.157023,-0.000955742,0.354846,0.49733,-0.171371,0.0252798,0.461537,0.322348
0.521401,0.00870905,-0.126047,-0.0472996,0.262993,0.407918,0.175685,-0.297842,0.202421,0.451684,-0.059718,-0.714016,0.0137642,-0.392507,-0.526934,-0.283074,-0.157825,-0.384297,0.0423475,-0.20074,0.41567,-0.137977,0.541829,0.272741,-0.450905,0.447732,0.223358,-0.128844,-0.37607,-0.453141,-0.173424,0.536437,0.149132,-0.498333,-0.114052,0.335356,-0.429714,0.102998,0.404385,-0.446652,0.646837,-0.299638,-0.344154,0.611431,-0.340087,-0.534394,-0.113573,0.652377,-0.325084,0.477917,-0.162213,0.31617,0.0847598,0.188514,0.066281,0.399398,0.454856,0.390272,-0.171947,0.537763,-0.022295,0.188662,-0.522719,-0.180571,0.486676,-0.557071,-0.156156,-0.667135,-0.317282,0.455798,-0.284813,-0.103436,0.0807691,0.0594503,-0.397039,0.163154,-0.368231,-0.0903819,-0.252109,-0.0459337,0.416079,-0.0772636,0.331977,0.115097,0.448308,0.133685,-0.177859,-0.14882,0.0851462,-0.133884,0.160228,0.277698,-0.282063,0.530274,-0.0847255,-0.289584,-0.0279649,-0.386731,-0.0598061,0.460887
