0.137843,-0.0168251,0.736546,-0.515424,-0.270141,-0.228921,-0.782211,-0.135922,-0.701821,0.0136586,-0.186998,0.395838,-0.285588,-0.0359525,0.190975,0.626348,-0.442094,-0.652668,-0.271477,-1.04887,0.00979172,-0.543083,0.355098,0.677797,-0.160045,0.18837,0.420824,0.910804,0.250883,1.25237,-0.237386,-0.51922,-0.213837,-0.238342,0.00433408,0.333773,-0.520278,0.301866,-0.106425,-1.34661,0.181334,0.540309,0.377249,1.26571,-0.236433,-0.288638,-0.137486,-0.508759,-0.303201,0.127412
0.13789,-0.249066,-0.0160405,-0.286932,0.350261,-0.314898,-0.243082,0.528905,-0.245272,0.208593,-0.433068,-0.204997,0.288995,0.397561,0.119832,-0.235531,-0.660588,-0.607842,-0.223113,0.436921,0.351661,-0.337104,0.129503,0.503302,0.992311,0.461666,-0.223412,0.60906,-0.2425,0.663405,0.245047,0.0567553,-0.00911649,0.078763,0.710245,-0.055341,0.496248,0.557652,0.0832495,-0.544393,0.106205,0.422756,-1.16007,0.496468,-0.40991,0.815594,-0.781435,-0.604278,0.289356,-0.0953044
0.451595,-0.212849,0.175842,0.18854,0.443291,0.602817,-0.410727,-0.751453,-0.0601171,0.165144,-0.217529,0.0712221,0.498211,-0.970812,0.227603,0.337946,0.399651,0.143106,-0.403123,0.856526,-0.668926,0.0988396,-0.328841,0.450974,0.443532,-0.494745,0.224441,-0.917358,0.135554,0.409878,-0.217917,0.0540687,-0.50032,0.233079,-0.289166,0.00090824,-0.0220537,-0.590018,-0.0245446,-0.00841094,0.814696,-0.468478,0.388875,0.165915,-0.0687984,0.322095,0.576274,-0.0753732,-0.452649,-0.379631
0.202783,-0.442953,-0.521519,-0.487299,0.0817586,-0.0354686,-0.569774,0.549961,0.596636,0.0745998,-0.414194,-0.284014,-0.220935,0.935672,-0.194137,-0.169333,-0.179606,-0.593094,0.344137,0.535752,0.033122,0.375796,0.235848,-0.378723,0.44539,-0.0490053,-0.46618,0.423593,-0.807108,0.629647,0.0997676,-0.913269,-0.127998,0.210932,0.47828,0.335698,0.640808,0.426821,0.508851,0.734372,-0.161437,-0.437191,-0.479115,0.450203,-0.169059,0.164817,-0.26064,-0.017212,0.321912,0.00871822
0.626301,-0.262971,1.10179,-0.917234,0.604516,0.60775,-1.19505,-0.48141,-0.214386,-0.0552316,-0.84538,0.0436564,0.0811729,0.454183,-0.784742,0.784832,-0.063243,-1.03226,0.873886,0.153538,-1.11862,-0.0245687,0.451912,-0.960261,0.135081,0.0514787,0.428877,0.629271,1.03654,0.66595,-0.37771,-0.864452,-0.66714,-0.240246,0.238897,-0.0687986,-0.651604,0.409209,-0.625287,-0.794025,-0.554143,-0.668437,-0.481444,1.47274,0.498072,-0.226132,-0.841247,-0.0860327,-0.145037,-0.255561
-0.688895,-0.194423,0.00798797,-0.24027,0.403279,0.575404,-0.110021,-0.652482,0.557376,-0.366187,0.0157525,0.222806,-0.161202,-0.504144,-0.0684536,0.954275,-0.300471,0.421854,-0.080279,-0.383779,0.81354,-1.36669,0.460693,0.482399,-1.41832,-0.150004,0.746533,0.12559,0.576374,1.05532,0.234201,0.509415,-0.365032,-0.610979,0.198851,0.197206,-0.180347,-0.670486,0.23486,-0.915131,0.14618,0.54255,0.671934,0.797369,0.410484,-0.68732,0.663242,0.87706,-0.838614,0.0182741
-0.3925,-0.5712,1.24499,0.286529,0.762101,0.0731738,-1.03919,0.933246,0.341665,-0.568876,0.608175,1.49114,0.193497,0.757619,-0.231371,1.09605,0.55137,0.600531,0.331294,0.298467,0.91609,-0.734351,0.19779,0.45619,-0.410258,-0.94138,0.547065,-0.0587021,0.134849,0.214514,-0.223058,-0.903594,-1.41414,-0.853323,0.193203,-0.69146,-0.0461336,-0.98469,-1.48731,-1.03968,-0.0468086,-0.136719,0.191533,-0.31915,-1.3348,-0.42784,0.478324,-0.46765,-0.0181651,-0.462976
0.653991,0.316129,0.0737002,-0.124593,0.532193,-0.0486211,0.198573,-0.950075,-0.47672,0.163192,0.4908,-0.174362,-0.510557,-0.440652,-0.133193,-0.638505,0.500307,-0.028,-0.88552,0.125183,0.140892,-0.275274,-0.470213,-0.0677432,0.467947,-0.315368,0.103702,-0.311471,0.583186,0.0632306,-0.0124349,0.146996,-0.225345,-0.0585422,-0.743142,0.309488,-0.189094,-0.186165,-0.592781,-0.331485,1.18384,0.0937438,-0.667262,0.379054,-0.210301,-0.381729,0.0529422,-0.0642088,-0.0353147,-0.651704
-0.503493,-0.392903,-0.0483139,0.586529,0.107578,0.258633,0.567375,0.433659,0.439826,-0.174318,-0.222099,-0.609919,-0.48574,-0.160256,0.115767,-0.41634,-0.363473,0.0650644,0.5251,0.353166,0.271254,0.756002,-0.271407,-0.150124,-0.0711838,-0.507262,-0.60674,0.222234,-1.2269,-0.764955,0.276928,-0.583971,0.00759132,0.687707,0.456564,0.65624,-0.17094,-0.185699,0.100955,0.667767,-0.436596,-0.400178,-1.0498,-1.03054,0.00987299,1.07702,0.468341,-0.535328,0.425353,-0.466322
0.331947,0.57467,0.142776,-0.574396,0.673745,-0.474371,-0.318464,0.0372343,-0.745456,0.187061,0.534905,0.658285,-0.242956,-0.327799,-0.800865,-0.45592,0.279284,-0.940153,-0.0516389,0.718671,-0.414005,1.53979,0.109733,-0.531322,1.04673,0.456242,-0.509286,-0.371332,0.041977,-0.716011,-0.151571,0.476941,0.411491,-0.591371,-0.338855,-0.222448,-0.0115701,0.667065,-0.744155,-0.539363,0.722523,0.194651,0.271288,0.137171,-0.242458,-0.222607,-0.686481,0.159294,0.0318023,0.42156
