3.15603,3.17916
3.13546,3.13976
3.12823,3.12996
3.1249,3.12591
3.12302,3.1234
3.12182,3.12201
3.12098,3.12106
3.12038,3.12041
3.11992,3.11993
3.11954,3.11958
3.11926,3.11928
3.11904,3.11905
3.11886,3.11886
3.1187,3.11869
3.11857,3.11856
3.11846,3.11844
3.11835,3.11833
3.11826,3.11824
3.11819,3.11816
3.11811,3.11808
3.11804,3.11801
3.11797,3.11795
3.11791,3.11789
3.11786,3.11784
3.11782,3.1178
3.11777,3.11776
3.11773,3.11772
3.1177,3.11768
3.11766,3.11765
3.11763,3.11762
3.1176,3.11759
3.11758,3.11756
3.11755,3.11754
3.11753,3.11752
3.11751,3.11749
3.11749,3.11747
3.11747,3.11746
3.11745,3.11744
3.11743,3.11742
3.11742,3.11741
3.1174,3.11739
3.11739,3.11738
3.11737,3.11736
3.11736,3.11735
3.11735,3.11734
3.11734,3.11733
3.11732,3.11732
3.11731,3.11731
3.1173,3.1173
3.11729,3.11729
