3.15846,3.17982
3.14104,3.1458
3.13259,3.13502
3.1275,3.12868
3.12432,3.12497
3.12224,3.12259
3.12078,3.12101
3.11971,3.11987
3.11889,3.11902
3.11825,3.11837
3.11773,3.11785
3.11731,3.1174
3.11697,3.11702
3.11667,3.11671
3.11643,3.11644
3.11622,3.11622
3.11604,3.11604
3.11588,3.11588
3.11575,3.11574
3.11563,3.11562
3.11552,3.11552
3.11543,3.11543
3.11535,3.11534
3.11528,3.11527
3.11521,3.11521
3.11516,3.11514
3.11507,3.11507
3.11502,3.11502
3.11498,3.11497
3.11494,3.11493
3.1149,3.11489
3.11487,3.11486
3.11483,3.11483
3.1148,3.1148
3.11478,3.11477
3.11475,3.11475
3.11473,3.11472
3.11471,3.1147
3.11469,3.11468
3.11467,3.11466
3.11465,3.11464
3.11463,3.11463
3.11462,3.11461
3.1146,3.1146
3.11459,3.11458
3.11457,3.11457
3.11456,3.11455
3.11455,3.11454
3.11453,3.11453
3.11452,3.11452
