3.17333,3.17833
3.16166,3.16657
3.15392,3.15675
3.1486,3.15055
3.14457,3.14603
3.14133,3.14248
3.13865,3.13957
3.13642,3.13716
3.13455,3.13514
3.13294,3.13343
3.13157,3.13196
3.13037,3.13069
3.12932,3.12958
3.12839,3.12861
3.12757,3.12774
3.12683,3.12697
3.12617,3.12628
3.12556,3.12565
3.12502,3.12509
3.12452,3.12457
3.12406,3.1241
3.12364,3.12367
3.12325,3.12327
3.12289,3.1229
3.12256,3.12256
3.12225,3.12225
3.12197,3.12195
3.1217,3.12168
3.12145,3.12142
3.12121,3.12119
3.12099,3.12096
3.12078,3.12075
3.12058,3.12055
3.1204,3.12036
3.12022,3.12018
3.12005,3.12001
3.11989,3.11985
3.11974,3.1197
3.1196,3.11956
3.11946,3.11942
3.11933,3.11928
3.1192,3.11916
3.11908,3.11904
3.11896,3.11892
3.11885,3.11881
3.11874,3.1187
3.11864,3.1186
3.11854,3.1185
3.11844,3.1184
3.11835,3.11831
