-0.227978,0.542581,0.0696064,0.597034,0.162668,0.22094,-0.463209,0.348363,0.00579887,-0.264268,0.256317,-0.111236,0.222999,0.375276,-0.0321567,0.271742,-0.238106,0.242731,-0.12395,-0.30423,-0.384979,0.141077,-0.191544,-0.272058
0.186661,0.55021,0.0887312,0.108352,0.434048,0.659672,0.45459,0.561086,0.273694,0.535054,-0.0545671,0.442035,-0.120444,0.274498,0.291416,0.223442,-0.0857257,0.455974,-0.109738,0.58992,0.570586,0.275893,0.0845098,0.343787
0.309542,0.696651,0.567127,0.558821,-0.091701,0.327728,0.0761191,0.703754,0.45063,-0.0592076,0.253907,0.557467,0.474667,0.422454,0.238304,0.737134,-0.0658328,0.602085,0.264701,0.34337,0.962887,0.494893,0.48206,0.777147
-0.133482,0.7301,0.697573,0.768794,-0.351163,-0.433844,-0.0205254,0.449689,-0.339501,-0.286675,0.313882,0.0823005,-0.222032,0.0691815,0.369208,-0.231952,-0.538792,-0.284058,-0.0945114,0.489629,-0.688959,0.611688,0.61224,-0.504365
0.374834,0.485857,-0.480528,-0.333874,0.0608025,0.0784556,-0.43698,-0.238151,0.357282,-0.0718722,-0.552521,-0.0418013,0.280404,0.582608,-0.197541,-0.534405,-0.459229,0.207024,-0.178687,0.462203,0.491204,0.130562,-0.83791,0.504197
0.584349,0.663541,-0.438645,0.655737,0.465768,-0.103161,0.065266,-0.696911,0.0934821,-0.574308,0.713831,-0.611506,-0.447035,-0.0214684,0.236944,-0.0255542,-0.0226309,0.153926,0.868789,0.331149,0.327356,0.453096,-0.0501796,0.359307
0.340228,-1.01951,-0.0841106,0.632847,-0.593956,-0.285252,-0.351403,0.158854,-0.129778,-0.798593,0.447903,-0.37284,-0.0167474,-0.418977,-0.366321,0.362379,0.227742,0.377169,-0.1415,0.114409,-0.170126,0.465229,-0.139587,-0.325348
1.02088,0.630058,0.173785,0.0338188,-0.405601,-0.55392,0.323929,0.413247,-0.199693,0.814643,0.760555,-0.53812,-0.781406,0.687628,0.624788,-0.619224,-0.434934,-0.439389,-0.14919,-0.744927,-0.207717,-0.67522,0.394105,0.903002
-0.293502,0.434429,-0.483315,-0.0989459,0.667076,-0.152052,-0.476837,-0.278634,-0.271805,0.429888,-0.185153,-0.0449334,0.230243,0.320848,0.580718,-0.145201,0.750626,0.0913442,0.525813,0.00702845,0.599798,0.347236,0.355964,0.198159
-0.0905374,0.194171,0.0747224,-0.542836,-0.606235,0.272212,-0.057006,0.522325,-0.132058,-0.518581,0.892238,0.643336,0.0196156,0.693816,0.443273,0.199182,0.506997,0.0227606,-0.55518,-0.513037,-0.0544309,-0.0310094,-0.172849,-0.05821
-0.232659,-0.0100756,-0.0821204,0.654363,-0.593644,-0.903574,-0.343151,-0.21271,-0.747566,-0.010755,0.575354,0.581547,-0.939776,-0.748337,-0.252934,0.038861,-0.295197,0.352194,0.618868,-0.770965,0.346333,-0.247592,0.530092,-0.133144
0.740843,0.202046,0.706541,-0.311689,0.61468,-0.574996,0.270626,-0.5729,0.236862,-0.313293,0.224082,0.475733,0.667484,-0.263191,0.127681,-0.515094,-0.346565,-0.580281,0.385652,-0.0787059,0.176108,0.817074,0.342897,-0.257579
0.903194,0.398365,0.179472,0.417574,0.396696,0.722569,0.776206,-0.17798,-0.190795,-0.00996267,0.835381,0.541747,0.0072514,0.959946,0.566885,0.392244,0.2148,0.291241,0.593377,-0.164411,0.096937,0.337024,0.66601,0.561618
0.875709,0.520577,0.823461,0.251778,0.622689,0.0164888,0.943762,0.873321,0.664368,0.697726,0.734575,0.433586,0.567357,0.104219,0.833516,0.823621,0.0811566,0.707079,0.601177,0.504878,0.0440484,0.592091,0.464824,0.596275
-0.502578,0.118819,-0.832436,-0.0489001,0.553463,-0.240607,-0.234274,0.354783,-0.495962,-0.68326,0.223761,0.63952,0.290223,0.104991,-0.599049,-0.215413,-0.698914,-0.212653,-0.173073,0.324932,-0.609626,0.273826,0.365948,-0.442819
-0.387838,-0.443797,-0.926886,-0.840774,-0.057239,-0.563218,-0.381901,-0.678564,-0.449677,-0.736395,-0.840897,-0.147113,-0.50471,0.00991536,-0.783887,-0.666995,-0.629651,-0.1527,-0.539018,-0.741007,-0.429651,-0.579804,-0.565884,0.117032
0.482355,0.0108968,0.26477,0.154409,0.785103,0.0144722,0.0416817,-0.444131,0.258466,0.270274,0.263406,0.1984,0.116873,-0.342556,-0.216827,-0.614943,0.00793118,-0.448361,-0.748682,-0.0408304,0.649684,-0.287438,-1.08061,-0.686976
-0.600537,-0.0487525,-0.429238,-0.120715,0.424175,0.395412,-0.189203,0.339047,-0.489949,-0.680966,0.300998,-0.685112,-0.789747,-0.122238,-0.525004,0.446449,0.220461,-0.350311,0.0964738,0.364975,-0.121529,-0.267905,0.72128,-0.185137
-0.554534,0.534827,-0.0627808,-0.33474,0.836174,-0.11882,0.087016,-0.720061,0.281882,-0.639513,0.581753,0.613261,-0.603416,0.106851,0.78803,0.424508,-0.0423038,-0.763925,-1.4428,-0.21868,0.744261,-0.416221,0.309097,0.651282
0.448333,0.0624461,-0.268726,0.721447,0.0534982,-0.295994,-0.0574636,0.557888,0.544121,-0.227529,0.300732,0.433163,0.248654,1.105,-0.352595,0.166867,0.603067,-0.373183,0.0872011,0.704207,0.103122,-0.69065,-0.402308,0.372965
-0.222048,-0.0417837,0.922033,-0.587435,0.422062,0.528115,1.00538,0.150088,-0.0969215,-0.812771,-0.595764,0.0567798,-0.661015,0.588893,-0.581358,-0.115982,-0.161323,-0.0752924,-0.552728,0.513714,-0.119946,-0.113654,0.959258,0.651859
0.562413,-0.105008,-0.243878,0.60165,0.607946,0.10681,0.596273,-0.0391709,0.0591039,0.174353,0.178974,0.0560895,0.432953,0.676244,0.219789,-0.238531,0.24255,0.59126,0.615777,0.632576,0.693318,0.537208,0.218294,0.491552
0.801644,0.762139,0.185317,0.936562,0.640401,0.206331,0.0313104,0.225534,0.465254,0.0883542,0.482507,0.568759,0.18759,0.953735,0.0652994,0.733681,0.382584,0.578695,0.720007,0.414114,0.163051,0.659436,0.728984,0.313066
0.511176,-0.706917,-0.0324534,-0.327327,-0.495963,-0.160099,-0.0074582,-0.221767,-0.0031963,-0.155316,-0.704213,0.489147,-0.340688,-0.254901,0.0765109,0.330501,-0.8097,-0.582214,-0.178914,-0.274901,0.137692,-0.273466,0.116018,-0.262763
-0.17023,-0.808278,-0.773261,-0.120441,-0.308982,-0.0806951,0.135282,0.25706,-0.438327,0.149399,-0.0987373,-0.443013,0.0672409,-0.345075,-0.512149,-0.205881,0.327089,-0.326206,0.310719,-0.0813141,-0.54663,-0.0542623,-0.334978,-0.776876
-0.0179212,-0.57145,-0.0290646,-0.0478246,0.827312,0.0717638,0.473981,0.868938,0.10011,-0.00465307,-0.38253,-0.111141,0.127216,-0.0301581,0.646135,0.540302,-0.167859,0.182814,-0.25596,-0.195463,0.707547,-0.373924,0.438698,-0.201573
0.148734,-0.00744094,0.454402,0.361371,0.247091,0.261397,-0.329346,-0.667183,0.176434,-0.955897,-0.242537,-0.243886,-0.31491,0.68207,0.210753,-0.33647,-0.411268,-0.343435,0.220851,0.172625,0.468072,-0.466556,0.0255565,-0.495441
-0.624894,0.514851,-0.681839,0.491883,0.291534,-0.623591,0.455027,0.398057,-0.615234,0.0261586,-0.855229,0.639186,-0.628471,0.39329,0.663526,-0.181895,0.56973,0.362099,-0.411863,-0.610779,0.415429,-0.17914,-0.645406,0.471533
-0.577629,0.0684021,0.530229,0.755113,0.129797,-0.32007,0.00311025,-0.473803,-0.584384,-0.26735,0.0631302,0.434809,-0.559593,-0.125063,-0.0373661,0.238086,0.26908,0.227282,-0.467064,-0.306737,-0.185972,0.3716,-0.441907,0.437705
-0.209203,-0.191406,-0.140747,-0.335541,0.337296,0.567102,-0.103595,-0.144789,0.520762,-0.437307,-0.236099,-0.376893,-0.145482,0.422776,0.582947,0.604204,0.830972,0.0568235,-0.524365,0.117725,0.00326885,-0.43778,0.398845,-0.169698
