3.17431,3.17843
3.16561,3.16953
3.15862,3.16133
3.15385,3.15565
3.15023,3.15161
3.1472,3.14834
3.14457,3.14554
3.14225,3.14309
3.1402,3.14091
3.13838,3.13899
3.13675,3.13727
3.13529,3.13574
3.13398,3.13436
3.1328,3.13312
3.13173,3.13201
3.13077,3.131
3.12989,3.13009
3.12909,3.12926
3.12837,3.12851
3.1277,3.12782
3.12709,3.12719
3.12652,3.12661
3.126,3.12607
3.12552,3.12558
3.12508,3.12512
3.12466,3.12469
3.12427,3.1243
3.12391,3.12393
3.12358,3.12359
3.12326,3.12327
3.12296,3.12296
3.12268,3.12268
3.12242,3.12241
3.12217,3.12216
3.12194,3.12192
3.12171,3.1217
3.1215,3.12149
3.1213,3.12128
3.12111,3.12109
3.12093,3.12091
3.12076,3.12073
3.12059,3.12057
3.12044,3.12041
3.12028,3.12026
3.12014,3.12011
3.12,3.11997
3.11987,3.11984
3.11974,3.11971
3.11962,3.11959
3.1195,3.11947
