3.177,3.17811
3.17255,3.17498
3.16509,3.16851
3.15947,3.16168
3.15562,3.15719
3.15264,3.15389
3.15012,3.15122
3.14785,3.14885
3.14577,3.14665
3.1438,3.14455
3.14193,3.14257
3.14016,3.14072
3.13849,3.13898
3.13692,3.13736
3.13547,3.13585
3.13414,3.13447
3.13293,3.13322
3.13181,3.13207
3.13079,3.13102
3.12985,3.13006
3.12899,3.12918
3.1282,3.12837
3.12748,3.12764
3.12681,3.12697
3.1262,3.12635
3.12563,3.12577
3.12511,3.12524
3.12461,3.12474
3.12415,3.12427
3.12371,3.12383
3.1233,3.12342
3.12292,3.12303
3.12256,3.12266
3.12222,3.12232
3.1219,3.12199
3.1216,3.12169
3.12132,3.1214
3.12105,3.12113
3.1208,3.12087
3.12057,3.12063
3.12034,3.1204
3.12013,3.12019
3.11993,3.11998
3.11973,3.11978
3.11955,3.1196
3.11938,3.11942
3.11921,3.11925
3.11905,3.11909
3.1189,3.11894
3.11876,3.11879
